BatchFileName,PoliceServiceType,PoliceService,OPP_PoliceService,IncidentNumber,Date,ApproximateTimeForceApplied,LocationType_ResidentialBuilding,LocationType_NonResidentialBuilding,LocationType_MotorVehicle,LocationType_OpenSpace,LocationType_PublicTransportation,ReportType,TypeTeam,NumberTeam,Attire,AssignmentType,IncidentType,HumaneDestructionAnimal_Distance,HumaneDestructionAnimal_Handgun,HumaneDestructionAnimal_Rifle,HumaneDestructionAnimal_Shotgun,HumaneDestructionAnimal_NumberRoundsDischarged,InteractionType,NumberIndividuals,NumberOtherOfficers,OfficerInvolvedInjuries_PhysicalInjuries,OfficerInvolvedInjuries_Treatment_No,OfficerInvolvedInjuries_Treatment_FirstAid,OfficerInvolvedInjuries_Treatment_MedicalPersonnelScene,OfficerInvolvedInjuries_Treatment_AdmissionMedicalFacility,OfficerInvolvedInjuries_Treatment_MedicalFacility,OfficerInvolvedInjuries_Treatment_Unknown,OfficerInvolvedInjuries_Treatment_Other,NoInteractionIndividual_ReasonUseOfForce_EffectArrest,NoInteractionIndividual_ReasonUseOfForce_PreventOffence,NoInteractionIndividual_ReasonUseOfForce_PreventEscape,NoInteractionIndividual_ReasonUseOfForce_ProtectOtherOfficers,NoInteractionIndividual_ReasonUseOfForce_ProtectPublic,NoInteractionIndividual_ReasonUseOfForce_ProtectSelf,NoInteractionIndividual_ReasonUseOfForce_ProtectIndividual,NoInteractionIndividual_ReasonUseOfForce_Unintentional,NoInteractionIndividual_ReasonUseOfForce_Other,NoInteractionIndividual_TypeForceUsed_CEW_Check,NoInteractionIndividual_TypeForceUsed_CEW_Discharged,NoInteractionIndividual_TypeForceUsed_Firearm_Handgun_Check,NoInteractionIndividual_TypeForceUsed_Firearm_Handgun_Drawn,NoInteractionIndividual_TypeForceUsed_Firearm_Handgun_Discharged,NoInteractionIndividual_TypeForceUsed_Firearm_Rifle_Check,NoInteractionIndividual_TypeForceUsed_Firearm_Rifle_Discharged,NoInteractionIndividual_TypeForceUsed_Firearm_ShotgunLethal_Check,NoInteractionIndividual_TypeForceUsed_Firearm_ShotgunLethal_Discharged,NoIndividualAnimalOnly_ReasonUseOfForce_EffectArrest,NoIndividualAnimalOnly_ReasonUseOfForce_PreventOffence,NoIndividualAnimalOnly_ReasonUseOfForce_PreventEscape,NoIndividualAnimalOnly_ReasonUseOfForce_ProtectOtherOfficers,NoIndividualAnimalOnly_ReasonUseOfForce_ProtectPublic,NoIndividualAnimalOnly_ReasonUseOfForce_ProtectSelf,NoIndividualAnimalOnly_ReasonUseOfForce_ProtectIndividual,NoIndividualAnimalOnly_ReasonUseOfForce_Unintentional,NoIndividualAnimalOnly_ReasonUseOfForce_Other,NoIndividualAnimalOnly_TypeForceUsed_CEW,NoIndividualAnimalOnly_TypeForceUsed_Firearm,Inclusion_SOLGEN_ARA_Analysis
834664164,Municipal Police,Ottawa,,OTT-650363,2023-01-08,18:02,,1,,,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Humane Destruction of Animal,Less than 3 metres (approx. 10ft),1,,,1,,,,"",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",No
229244554,Municipal Police,London,,LON-235871,2023-01-04,22:04,,,,,1,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Humane Destruction of Animal,Less than 3 metres (approx. 10ft),1,,,2,,,,"",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",No
251088173,Municipal Police,Thunder Bay,,THB-851099,2023-01-16,16:15,,,,1,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Animal Complaint,,,,,,Interaction with Animal,,,"",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,1,,1,No
533794641,Municipal Police,Peterborough,,PET-487143,2023-01-21,16:03,,,,1,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Animal Complaint,,,,,,Interaction with Animal,,,"",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,1,"",,,,,1,No
228445463,Municipal Police,Ottawa,,OTT-298841,2023-01-18,01:15,1,,,,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Weapon(s),,,,,,No Interaction with Individual(s),,,"",,,,,,,,,,,1,1,1,1,,,,,1,1,,"",,,,,,,,,"",,,,,"",No
373631066,Municipal Police,Ottawa,,OTT-298841,2023-01-18,01:15,1,,,,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Weapon(s),,,,,,No Interaction with Individual(s),,,"",,,,,,,,,,,1,1,1,1,,,,,1,1,,"",,,,,,,,,"",,,,,"",No
242967500,Municipal Police,La Salle,,LAS-929774,2023-01-25,21:14,,,,,1,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Humane Destruction of Animal,Less than 3 metres (approx. 10ft),1,,,1,,,,"",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",No
789763232,Municipal Police,Thunder Bay,,THB-288809,2023-01-22,15:40,1,,,,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Weapon(s),,,,,,No Interaction with Individual(s),,,"",,,,,,,,,,,1,1,1,,,,,,1,1,,"",,,,,,,,,"",,,,,"",No
909023790,Municipal Police,Thunder Bay,,THB-288809,2023-01-22,15:43,1,,,,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Violent Crime (including Intimate Partner Violence),,,,,,No Interaction with Individual(s),,,"",,,,,,,,,,,1,1,1,,,,,,1,1,,"",,,,,,,,,"",,,,,"",No
656770013,Municipal Police,Ottawa,,OTT-968419,2023-01-28,18:54,,,,1,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Animal Complaint,,,,,,Interaction with Animal,,,"",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,1,,1,No
197726205,Municipal Police,London,,LON-299015,2023-01-16,21:00,,,,1,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Humane Destruction of Animal,3 to 7 Metres (approx. 10 to 23 ft),,1,,2,,,,"",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",No
385803758,Municipal Police,London,,LON-480644,2023-01-30,10:10,,,,1,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Humane Destruction of Animal,Less than 3 metres (approx. 10ft),1,,,3,,,,"",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",No
618940813,Municipal Police,Sault Ste. Marie,,SSM-268929,2023-01-18,10:15,,,,1,,Individual,"",,Non-Uniform,Drugs,Weapon(s),,,,,,No Interaction with Individual(s),,,"",,,,,,,,1,1,1,1,1,1,,,,,,1,1,,"",,,,,,,,,"",,,,,"",No
221828209,Municipal Police,South Simcoe,,SSC-663402,2023-01-22,15:00,,,,1,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Animal Complaint,,,,,,Interaction with Animal,,,"",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,1,"",,,1,,1,No
210977000,Municipal Police,Saugeen Shores,,SAU-760252,2023-01-20,14:20,,,,1,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Animal Complaint,,,,,,Interaction with Animal,,,"",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,1,,1,No
204494475,Municipal Police,Toronto,,TOR-383237,2023-01-17,23:03,1,,,,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Weapon(s),,,,,,No Interaction with Individual(s),,,"",,,,,,,,,,,1,1,1,,,,,,1,1,,"",,,,,,,,,"",,,,,"",No
452058705,Municipal Police,London,,LON-189715,2023-01-07,10:54,1,,,,,Team,Other,10,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Weapon(s),,,,,,No Interaction with Individual(s),,,"",,,,,,,,1,,,1,1,1,,,,,,1,1,,"",,,,,,,,,"",,,,,"",No
725582577,Municipal Police,Chatham-Kent,,CHK-372719,2023-02-11,23:07,1,,,,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Animal Complaint,,,,,,Interaction with Animal,,,"",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,1,"",,,,,1,No
323557056,Municipal Police,Hamilton,,HAM-509972,2023-01-26,18:40,,,,,1,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Animal Complaint,,,,,,Interaction with Animal,,,"",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,1,,1,No
730895097,Municipal Police,Ottawa,,OTT-225738,2023-02-02,18:40,1,,,,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Barricaded Individual/Disturbance/Individual in Crisis/Wellness/Safety Check,,,,,,No Interaction with Individual(s),,,"",,,,,,,,,,,1,,1,,,,,,1,1,,"",,,,,,,,,"",,,,,"",No
359803521,Municipal Police,Peterborough,,PET-385814,2023-02-13,12:36,,,,1,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Animal Complaint,,,,,,Interaction with Animal,,,"",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,1,,1,No
761037337,Municipal Police,Chatham-Kent,,CHK-288954,2023-02-15,02:50,,,,1,,Individual,"",,Uniform,Other,"Traffic (e.g., RIDE, vehicle collision)",,,,,,Interaction with Animal,,,"",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,1,,1,No
855434371,Municipal Police,Ottawa,,OTT-422284,2023-02-11,16:15,1,,,,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Weapon(s),,,,,,No Interaction with Individual(s),,,"",,,,,,,,,1,,1,1,1,,,,,,1,1,,"",,,,,,,,,"",,,,,"",No
342525318,Municipal Police,Greater Sudbury,,SUD-439036,2023-01-15,02:30,,,,1,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Humane Destruction of Animal,3 to 7 Metres (approx. 10 to 23 ft),1,,1,3,,,,"",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",No
697187039,Municipal Police,Toronto,,TOR-745854,2023-01-21,07:15,1,,,,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Barricaded Individual/Disturbance/Individual in Crisis/Wellness/Safety Check,,,,,,Interaction with Animal,,,"",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,1,1,1,,,,,1,No
672784190,Municipal Police,Toronto,,TOR-895771,2023-01-16,12:57,,,,1,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Weapon(s),,,,,,No Interaction with Individual(s),,,"",,,,,,,,,,,1,1,1,,,,,,1,1,,"",,,,,,,,,"",,,,,"",No
254746236,Municipal Police,Toronto,,TOR-202672,2023-01-19,18:26,,1,,,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Violent Crime (including Intimate Partner Violence),,,,,,No Interaction with Individual(s),,,"",,,,,,,,,1,,1,1,1,,,,,,1,1,,"",,,,,,,,,"",,,,,"",No
891828755,Municipal Police,Greater Sudbury,,SUD-661933,2023-02-16,22:56,1,,,,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Property Crime,,,,,,Interaction with Animal,,,"",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,1,,,1,1,1,No
536560853,Municipal Police,Greater Sudbury,,SUD-661933,2023-02-16,22:52,1,,,,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Property Crime,,,,,,Interaction with Animal,,,"",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,1,,1,,,,1,"",No
740178111,Municipal Police,Hamilton,,HAM-660376,2023-02-14,08:40,,,,1,,Individual,"",,Uniform,Other,Animal Complaint,,,,,,Interaction with Animal,,,"",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,1,,1,No
966243796,Municipal Police,Hamilton,,HAM-309157,2023-02-14,11:20,,,,1,,Individual,"",,Uniform,Other,Animal Complaint,,,,,,Interaction with Animal,,,"",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,1,,1,No
894311808,Municipal Police,Toronto,,TOR-541982,2023-02-06,00:56,,,,,1,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Stolen Vehicle,,,,,,No Interaction with Individual(s),,,"",,,,,,,,1,,1,1,1,1,,,,,,1,1,,"",,,,,,,,,"",,,,,"",No
265563124,Municipal Police,Halton Regional,,HAL-666671,2023-02-14,14:05,,,,,1,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Animal Complaint,,,,,,Interaction with Animal,,,"",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,1,,1,No
297294638,Municipal Police,Halton Regional,,HAL-666671,2023-02-20,17:54,,,,1,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Humane Destruction of Animal,3 to 7 Metres (approx. 10 to 23 ft),1,,,3,,,,"",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",No
526988002,Municipal Police,London,,LON-801818,2023-02-26,02:10,,,,1,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Animal Complaint,,,,,,Interaction with Animal,,,"",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,1,"",,,1,,1,No
595281290,Municipal Police,Toronto,,TOR-541982,2023-02-06,00:56,,,,1,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Stolen Vehicle,,,,,,No Interaction with Individual(s),,,"",,,,,,,,1,,1,1,,1,,,,,,1,1,,"",,,,,,,,,"",,,,,"",No
620720092,Municipal Police,Toronto,,TOR-474263,2023-02-10,15:34,1,,,1,,Individual,"",,Non-Uniform,"Investigations (CIB, Major Crime)",Weapon(s),,,,,,No Interaction with Individual(s),,,"",,,,,,,,,1,,1,,1,,,1,,,1,1,,"",,,,,,,,,"",,,,,"",No
561576875,Municipal Police,Peterborough,,PET-742038,2023-02-26,01:12,,,,1,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ","Traffic (e.g., RIDE, vehicle collision)",,,,,,Interaction with Animal,,,"",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,1,,1,No
788263094,Municipal Police,St. Thomas,,STT-544162,2023-02-15,18:33,,,,1,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Humane Destruction of Animal,Less than 3 metres (approx. 10ft),1,,,1,,,,"",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",No
979582823,Municipal Police,Ottawa,,OTT-173954,2023-02-24,13:07,,,,1,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Animal Complaint,,,,,,Interaction with Animal,,,"",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,1,,1,No
944623448,Municipal Police,Halton Regional,,HAL-666671,2023-02-20,04:17,,,,1,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Stolen Vehicle,,,,,,No Interaction with Individual(s),,,"",,,,,,,,1,1,1,1,1,1,,,,,,1,1,,"",,,,,,,,,"",,,,,"",No
241074148,Municipal Police,Halton Regional,,HAL-666671,2023-02-20,04:17,,,,1,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Stolen Vehicle,,,,,,No Interaction with Individual(s),,,"",,,,,,,,1,1,,1,1,1,,,,,,1,1,,"",,,,,,,,,"",,,,,"",No
478624039,Municipal Police,Halton Regional,,HAL-666671,2023-02-20,04:15,,,,1,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Stolen Vehicle,,,,,,No Interaction with Individual(s),,,"",,,,,,,,1,1,1,1,1,1,,,,,,1,1,,"",,,,,,,,,"",,,,,"",No
177844687,Municipal Police,Halton Regional,,HAL-340043,2023-02-20,04:20,,,,1,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Stolen Vehicle,,,,,,No Interaction with Individual(s),,,"",,,,,,,,1,,,1,1,1,,,,,,1,1,,"",,,,,,,,,"",,,,,"",No
501083883,Municipal Police,Ottawa,,OTT-722358,2023-02-22,06:06,,1,,,,Team,Tactical Team,12,Uniform,Tactical,"Executing Warrant (e.g., DNA, arrest, search)",,,,,,No Interaction with Individual(s),,,"",,,,,,,,1,1,1,1,1,1,1,,,,,1,1,,"",,,,,,,,,"",,,,,"",No
451177631,Municipal Police,Niagara Regional,,NIA-596780,2023-01-08,04:30,,,,1,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Humane Destruction of Animal,Less than 3 metres (approx. 10ft),,,1,1,,,,"",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",No
214407497,Municipal Police,Niagara Regional,,NIA-596780,2023-01-08,04:30,,,,1,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Humane Destruction of Animal,Less than 3 metres (approx. 10ft),,,1,1,,,,"",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",No
313514701,Municipal Police,Niagara Regional,,NIA-152199,2023-01-18,22:30,,,,,1,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Humane Destruction of Animal,Less than 3 metres (approx. 10ft),,,1,2,,,,"",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",No
778558505,Municipal Police,Niagara Regional,,NIA-223010,2023-02-01,13:53,1,,,,,Team,Other,4,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Active Attacker,,,,,,No Interaction with Individual(s),,,"",,,,,,,,,1,,1,1,1,,,,,,1,1,,"",,,,,,,,,"",,,,,"",No
522854326,Municipal Police,Niagara Regional,,NIA-998522,2023-03-01,12:47,,,,1,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Humane Destruction of Animal,Less than 3 metres (approx. 10ft),1,,,1,,,,"",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",No
325993179,Municipal Police,Toronto,,TOR-291048,2023-03-08,21:20,,1,,,,Individual,"",,Uniform,Paid Duty,Barricaded Individual/Disturbance/Individual in Crisis/Wellness/Safety Check,,,,,,Interaction with Animal,,,"",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,1,1,"",No
994076897,Municipal Police,Barrie,,BAR-553513,2023-03-09,14:15,1,,,,,Individual,"",,Non-Uniform,Drugs,"Executing Warrant (e.g., DNA, arrest, search)",,,,,,Interaction with Animal,,,"",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,1,,1,,,,1,"",No
260108753,Municipal Police,Chatham-Kent,,CHK-288954,2023-02-15,02:50,,,,1,,Individual,"",,Uniform,Other,"Traffic (e.g., RIDE, vehicle collision)",,,,,,Interaction with Animal,,,"",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,1,,1,No
923626410,Municipal Police,London,,LON-427419,2023-03-03,11:55,,,,1,,Team,Other,2,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Humane Destruction of Animal,Less than 3 metres (approx. 10ft),1,1,,4,,,,"",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",No
109309459,Municipal Police,Hamilton,,HAM-491005,2023-03-03,04:45,,,,1,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Animal Complaint,,,,,,Interaction with Animal,,,"",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,1,,1,No
533762791,Municipal Police,Hamilton,,HAM-911811,2023-03-06,18:57,,,,1,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Humane Destruction of Animal,Less than 3 metres (approx. 10ft),1,,,1,,,,"",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",No
393750177,Municipal Police,Durham Regional,,DUR-578497,2023-01-17,10:08,1,,,,,Individual,"",,Non-Uniform,Drugs,"Executing Warrant (e.g., DNA, arrest, search)",,,,,,Interaction with Animal,,,"",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,1,,1,,,,1,"",No
294394708,Municipal Police,Durham Regional,,DUR-280059,2023-01-22,02:37,,,1,,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Stolen Vehicle,,,,,,No Interaction with Individual(s),,,"",,,,,,,,1,,1,1,1,1,,,,,,1,1,,"",,,,,,,,,"",,,,,"",No
882951065,Municipal Police,Toronto,,TOR-269084,2023-02-17,19:30,1,,,,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Barricaded Individual/Disturbance/Individual in Crisis/Wellness/Safety Check,,,,,,No Interaction with Individual(s),,,"",,,,,,,,,,,1,1,1,,,,,,1,1,,"",,,,,,,,,"",,,,,"",No
341142182,Municipal Police,Durham Regional,,DUR-859519,2023-02-05,19:12,,,1,1,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Humane Destruction of Animal,Less than 3 metres (approx. 10ft),1,,,1,,,,"",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",No
158316201,Municipal Police,Toronto,,TOR-544959,2023-02-27,16:04,,,,,1,Individual,"",,Uniform,Tactical,Animal Complaint,,,,,,Interaction with Animal,,,"",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,1,,1,No
918028362,Municipal Police,Aylmer,,AYL-200985,2023-03-17,14:50,,,,1,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Animal Complaint,,,,,,Interaction with Animal,,,"",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,1,"",,,,,1,No
622011697,Municipal Police,Chatham-Kent,,CHK-705260,2023-03-17,15:55,,,,1,,Individual,"",,Uniform,Paid Duty,"Traffic (e.g., RIDE, vehicle collision)",,,,,,Interaction with Animal,,,"",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,1,,1,No
237640022,Municipal Police,Chatham-Kent,,CHK-617393,2023-03-12,01:20,1,,,,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Active Attacker,,,,,,No Interaction with Individual(s),,,"",,,,,,,,,,,1,1,1,,,,,,1,1,,"",,,,,,,,,"",,,,,"",No
402524529,Municipal Police,Toronto,,TOR-632564,2023-02-28,19:05,1,,,,,Individual,"",,Non-Uniform,"Guns and Gangs, ROPE, Other Specialized Units","Executing Warrant (e.g., DNA, arrest, search)",,,,,,Interaction with Animal,,,"",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,1,,,,,1,No
883615094,Municipal Police,Sault Ste. Marie,,SSM-975028,2023-03-16,14:15,1,,,,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Humane Destruction of Animal,Greater than 7 metres (approx. 23 ft),,,1,2,,,,"",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",No
149167173,Municipal Police,Windsor,,WIN-726412,2023-01-12,01:22,,,,1,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Humane Destruction of Animal,Less than 3 metres (approx. 10ft),1,,,2,,,,"",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",No
326017333,Municipal Police,Durham Regional,,DUR-927080,2023-02-22,12:41,,,,1,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Humane Destruction of Animal,Less than 3 metres (approx. 10ft),1,,,1,,,,"",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",No
220251095,Municipal Police,Kingston,,KIN-276763,2023-01-23,22:15,,,,1,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Animal Complaint,,,,,,Interaction with Animal,,,"",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,1,,1,No
716322241,Municipal Police,Cornwall,,COR-135551,2023-03-25,12:00,1,,,,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Animal Complaint,,,,,,Interaction with Animal,,,"",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,1,,1,No
485499334,Municipal Police,Windsor,,WIN-907935,2023-01-21,18:05,,,,1,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ","Traffic (e.g., RIDE, vehicle collision)",,,,,,Interaction with Animal,,,"",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,1,,1,No
118389814,Municipal Police,Windsor,,WIN-585398,2023-01-30,00:30,,,,1,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Humane Destruction of Animal,Less than 3 metres (approx. 10ft),1,,,2,,,,"",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",No
313142611,Municipal Police,Windsor,,WIN-632696,2023-02-05,22:50,,,,1,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Humane Destruction of Animal,Less than 3 metres (approx. 10ft),1,,,1,,,,"",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",No
178714358,Municipal Police,London,,LON-985016,2023-02-21,23:40,,,,1,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Humane Destruction of Animal,Less than 3 metres (approx. 10ft),1,,,4,,,,"",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",No
512650267,Municipal Police,Chatham-Kent,,CHK-444948,2023-03-28,07:46,,,,1,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Humane Destruction of Animal,Less than 3 metres (approx. 10ft),1,,,1,,,,"",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",No
955671620,Municipal Police,Halton Regional,,HAL-666671,2023-03-12,04:48,1,,,,,Team,Other,4,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Violent Crime (including Intimate Partner Violence),,,,,,No Interaction with Individual(s),,,"",,,,,,,,1,1,1,1,1,1,,,,,,1,1,,"",,,,,,,,,"",,,,,"",No
379017398,Municipal Police,Halton Regional,,HAL-388669,2023-03-13,22:41,,1,,,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Animal Complaint,,,,,,Interaction with Animal,,,"",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,1,,1,No
829697000,Municipal Police,Halton Regional,,HAL-579132,2023-03-14,15:54,,1,,,,Team,Hostage Rescue Team,3,Uniform,Targeted Community Response Units/Hostage Rescue,Weapon(s),,,,,,No Interaction with Individual(s),,,"",,,,,,,,,,,1,1,1,,,,,,1,1,,"",,,,,,,,,"",,,,,"",No
